0.6800000	2.8700000	G:maj
2.8700000	4.1850000	C:maj
4.1850000	10.3500000	G:maj
10.3500000	10.8050000	C:maj
10.8050000	15.3400000	G:maj
15.3400000	18.9650000	C:maj
18.9650000	22.5800000	G:maj
22.5800000	24.3900000	D:maj
24.3900000	26.2100000	C:maj
26.2100000	28.4900000	G:maj
28.4900000	28.9400000	C:maj
28.9400000	29.8300000	D:maj
29.8300000	31.1850000	G:maj
31.1850000	37.1000000	E:min7
37.1000000	39.8200000	A:min7
39.8200000	40.7250000	C:maj
40.7250000	42.0800000	G:maj
42.0800000	42.5300000	C:maj
42.5300000	42.9850000	G:maj
42.9850000	43.4450000	C:maj
43.4450000	44.3500000	G:maj
44.3500000	46.1850000	D:maj
46.1850000	48.0050000	C:maj
48.0050000	48.9250000	G:maj
48.9250000	49.8300000	C:maj
49.8300000	51.6050000	D:maj
51.6050000	52.9450000	G:maj
52.9450000	58.8600000	E:min7
58.8600000	61.5850000	A:min7
61.5850000	62.5050000	C:maj
62.5050000	63.8850000	G:maj
63.8850000	65.2450000	E:min
65.2450000	66.6250000	G:maj
66.6250000	67.9850000	D:maj
67.9850000	69.8250000	C:maj
69.8250000	71.2050000	G:maj
71.2050000	72.1300000	B:min
72.1300000	73.5050000	Bb:min
73.5050000	74.8700000	G:maj
74.8700000	80.8050000	E:min7
80.8050000	83.5450000	A:min7
83.5450000	84.4600000	C:maj
84.4600000	86.7450000	G:maj
86.7450000	87.2000000	C:maj
87.2000000	88.1050000	G:maj
88.1050000	89.9250000	D:maj
89.9250000	90.8400000	C:maj
90.8400000	91.2950000	F:maj
91.2950000	91.7600000	D:maj
91.7600000	93.6050000	G:maj
93.6050000	94.5250000	D:min7
94.5250000	95.4450000	C:min7
95.4450000	95.9050000	G:maj
95.9050000	96.8100000	B:min
96.8100000	98.1850000	E:min
98.1850000	102.7850000	G:maj
102.7850000	106.4650000	C:maj
106.4650000	108.7650000	G:maj
108.7650000	109.2250000	C:maj
109.2250000	110.1450000	G:maj
110.1450000	111.9800000	D:maj
111.9800000	112.4300000	C:maj
112.4300000	113.3450000	F:maj7
113.3450000	124.7650000	G:maj7
124.7650000	127.5250000	A:min7
127.5250000	128.4300000	C:maj
128.4300000	132.0850000	G:maj
132.0850000	133.9300000	D:maj
133.9300000	134.8500000	C:maj
134.8500000	135.3050000	F:maj
135.3050000	143.9450000	G:maj7
