0.000000000	0.139319727	N
0.139319727	0.975238095	C:maj7
0.975238095	1.532517006	A:maj6
1.532517006	3.157913832	Bb:maj6
3.157913832	5.851428571	A
5.851428571	6.315827664	G:maj6
6.315827664	6.826666666	A:maj6
6.826666666	8.544943310	Bb:maj6
8.544943310	9.798820861	F#:min
9.798820861	11.192018140	B
11.192018140	12.538775510	E
12.538775510	13.792653061	E:min
13.792653061	16.532607709	D
16.532607709	17.925804988	E
17.925804988	18.947482993	E:min
18.947482993	19.922721088	G/2
19.922721088	21.873197278	D
21.873197278	23.173514739	B:maj7
23.173514739	24.566712018	A:min
24.566712018	26.331428571	E
26.331428571	26.888707482	D/3
26.888707482	27.213786848	Eb:7/3
27.213786848	28.514104308	B:maj7
28.514104308	29.953741496	A:min
29.953741496	31.718458049	E:maj7
31.718458049	32.136417233	F#:min7
32.136417233	32.554376417	G:maj6
32.554376417	33.901133786	A
33.901133786	35.201451247	B:7
35.201451247	37.105487528	F
37.105487528	37.848526077	A:hdim7/b7
37.848526077	40.170521541	C:7/3
40.170521541	40.542040816	E
40.542040816	42.771156462	A
42.771156462	43.467755102	F#:7/3
43.467755102	45.882630385	E
45.882630385	48.529705215	D:maj7
48.529705215	50.898140589	E
50.898140589	51.548299319	G/2
51.548299319	53.777414965	D
53.777414965	54.799092970	A:7
54.799092970	56.517369614	Bb:maj6
56.517369614	58.839365079	A:maj6
58.839365079	60.139682539	A:7
60.139682539	61.161360544	Bb:maj6
61.161360544	61.672199546	A:maj6
61.672199546	62.090158730	Bb:maj6
62.090158730	63.808435374	C:aug
63.808435374	65.108752834	F#:min
65.108752834	66.455510204	B:7
66.455510204	69.149024943	E
69.149024943	71.749659863	D
71.749659863	74.489614512	E
74.489614512	77.229569160	D
77.229569160	79.876643990	E
79.876643990	82.430839002	D
82.430839002	85.170793650	E
85.170793650	85.960272108	D:dim
85.960272108	86.610430839	G/2
86.610430839	87.957188208	D:7
87.957188208	89.257505668	B:min
89.257505668	90.464943310	A:min
90.464943310	92.368979591	E
92.368979591	93.204897959	C:maj7
93.204897959	94.551655328	B:min
94.551655328	95.387573696	A:min7
95.387573696	97.895328798	E
97.895328798	98.545487528	G:aug
98.545487528	99.845804988	A
99.845804988	100.403083900	B:min
100.403083900	101.192562358	E:maj6
101.192562358	103.839637188	F
103.839637188	104.954195011	C:7/3
104.954195011	106.486712018	E
106.486712018	109.598185941	A
109.598185941	110.573424036	E
110.573424036	111.827301587	E:min
111.827301587	114.427936507	D
114.427936507	115.960453514	E:maj6
115.960453514	117.214331065	E:min
117.214331065	119.861405895	D
119.861405895	121.254603174	E:maj6
121.254603174	122.508480725	E:min
122.508480725	125.201995464	D
125.201995464	126.502312925	E:maj6
126.502312925	127.895510204	E:min
127.895510204	130.542585034	D
130.542585034	131.842902494	E
131.842902494	133.236099773	E:min
133.236099773	135.186575963	D
135.186575963	135.790294784	A
135.790294784	137.462131519	E:maj6
137.462131519	138.576689342	E:dim
138.576689342	140.852244897	D
140.852244897	141.177324263	B:7
141.177324263	142.431201814	E:maj6
142.431201814	143.870839002	E:min
143.870839002	146.517913832	D:maj6
146.517913832	147.400272108	E:maj6
147.400272108	147.911111111	Ab:min
147.911111111	149.211428571	E:min
149.211428571	151.719183673	D
151.719183673	154.505578231	E
154.505578231	157.152653061	D
157.152653061	158.545850340	E
158.545850340	159.939047619	E:min
159.939047619	162.446802721	D
162.446802721	163.932879818	E
163.932879818	165.186757369	E:min
165.186757369	167.740952380	D
167.740952380	170.202267573	E
170.202267573	173.174421768	D
173.174421768	173.685260770	E/3
173.685260770	174.056780045	A
174.056780045	175.821496598	Bb:maj6
175.821496598	176.285895691	A:7
176.285895691	176.703854875	Bb:maj6
176.703854875	178.654331065	C:maj6
178.654331065	185.806077097	E
185.806077097	186.806077097	N
