0.000000000	0.046439909	N
0.046439909	2.368435374	A:7
2.368435374	3.297233560	D/5
3.297233560	3.761632653	B:min7
3.761632653	6.222947845	A:7
6.222947845	7.616145124	D:maj7
7.616145124	10.077460317	A:min7
10.077460317	11.424217687	D:maj6
11.424217687	12.678095238	A:min7
12.678095238	14.024852607	A:7
14.024852607	15.325170068	D/b7
15.325170068	22.105396825	F#:min7
22.105396825	25.031111111	B:maj6
25.031111111	32.600816326	E
32.600816326	34.876371882	A:min7
34.876371882	36.130249433	D
36.130249433	40.867120181	F#:min
40.867120181	42.817596371	A:maj7
42.817596371	43.235555555	B:min
43.235555555	45.789750566	B
45.789750566	53.266575963	E:maj7
53.266575963	55.495691609	A:7
55.495691609	56.842448979	D
56.842448979	58.282086167	B:7
58.282086167	60.743401360	B:min7
60.743401360	62.600997732	F#:min
62.600997732	63.436916099	B/b7
63.436916099	66.269750566	B:7
66.269750566	68.266666666	B:min6
68.266666666	69.102585034	F#:min
69.102585034	72.028299319	A
72.028299319	74.814693877	A:maj6
74.814693877	78.529886621	F#:min
78.529886621	81.316281179	B:maj6
81.316281179	87.074829931	E:min
87.074829931	88.885986394	E:7
88.885986394	90.418503401	A
90.418503401	91.022222222	A:7
91.022222222	92.554739229	D
92.554739229	94.180136054	B:maj7
94.180136054	96.316371882	B:min
96.316371882	98.220408163	A:min
98.220408163	101.982040816	B:maj6
101.982040816	103.839637188	F:dim
103.839637188	104.675555555	A:7/3
104.675555555	107.461950113	D:min
107.461950113	114.102857142	F#:min7
114.102857142	116.982131519	B:7
116.982131519	124.412517006	E
124.412517006	130.681904761	A:min7
130.681904761	131.099863945	D:7
131.099863945	132.167981859	A
132.167981859	134.582857142	A:min7
134.582857142	137.880090702	A
137.880090702	139.784126984	D/5
139.784126984	142.245442176	A:7
142.245442176	143.545759637	D/5
143.545759637	149.768707482	A:min7
149.768707482	150.768707482	N
