0.000000000	0.325079365	N
0.325079365	0.928798185	E:min
0.928798185	4.179591836	F#:min6
4.179591836	5.201269841	B:maj7
5.201269841	6.548027210	E:min6
6.548027210	8.962902494	E:min
8.962902494	11.470657596	F#:min6
11.470657596	13.281814058	C#:min6
13.281814058	15.139410430	F#:min
15.139410430	17.507845804	C#:maj7
17.507845804	19.597641723	F#:min6
19.597641723	21.362358276	C#:min6
21.362358276	22.337596371	A:min7
22.337596371	23.637913832	A:maj7
23.637913832	25.588390022	B:maj7
25.588390022	27.028027210	E:maj6
27.028027210	29.814421768	E:min
29.814421768	30.418140589	F#/3
30.418140589	31.997097505	F#:min7
31.997097505	32.740136054	Bb:hdim7/b7
32.740136054	34.040453514	E/3
34.040453514	34.551292517	F#/5
34.551292517	36.223129251	F#:min
36.223129251	38.173605442	Bb:hdim7
38.173605442	40.495600907	D:maj7
40.495600907	41.331519274	A:maj7
41.331519274	42.585396825	E
42.585396825	44.535873015	F#:min7
44.535873015	45.278911564	B:7
45.278911564	46.672108843	F#:min6
46.672108843	47.879546485	E
47.879546485	50.619501133	C#:min7
50.619501133	50.898140589	Ab:7
50.898140589	51.594739229	C#/b7
51.594739229	52.709297052	C#:min
52.709297052	55.077732426	Ab:min7
55.077732426	55.588571428	A
55.588571428	57.260408163	Ab:min
57.260408163	59.210884353	F:hdim7/b7
59.210884353	59.768163265	C#/3
59.768163265	61.300680272	C#:min7
61.300680272	63.065396825	F:hdim7/b7
63.065396825	65.758911564	B:maj6
65.758911564	67.430748299	B:min7
67.430748299	69.845623582	F#:min6
69.845623582	71.331700680	C#:min
71.331700680	71.935419501	E
71.935419501	74.118095238	F#:min6
74.118095238	76.161451247	Bb:hdim7
76.161451247	78.437006802	Eb:hdim7/b7
78.437006802	79.830204081	C#:min7
79.830204081	82.477278911	A:maj7
82.477278911	84.567074829	B:7
84.567074829	86.889070294	E:maj6
86.889070294	88.746666666	E:7/3
88.746666666	90.929342403	G:min
90.929342403	93.204897959	D:min6
93.204897959	95.341133786	G:min6
95.341133786	97.198730158	D:min6
97.198730158	98.499047619	G:maj7
98.499047619	99.567165532	G:min6
99.567165532	101.517641723	D:min6
101.517641723	103.746757369	Bb:maj7
103.746757369	105.279274376	C:maj6
105.279274376	105.836553287	A:min
105.836553287	107.276190476	D:min7
107.276190476	110.434104308	F/2
110.434104308	112.291700680	G:min6
112.291700680	114.242176870	B:hdim7/b7
114.242176870	114.845895691	E:hdim7
114.845895691	116.471292517	G:min
116.471292517	118.468208616	D:maj7
118.468208616	120.929523809	E:hdim7/b7
120.929523809	124.923356009	Bb:maj7
124.923356009	125.712834467	C
125.712834467	127.106031746	C:7/3
127.106031746	129.335147392	F
129.335147392	131.332063492	F:min6
131.332063492	134.768616780	G:maj7
134.768616780	135.650975056	C:maj6
135.650975056	138.158730158	D:hdim7
138.158730158	139.830566893	F:maj7
139.830566893	140.294965986	G:maj7
140.294965986	143.452879818	G:min
143.452879818	143.824399092	F/2
143.824399092	144.103038548	E
144.103038548	150.883265306	D:aug
150.883265306	151.883265306	N
