MirexMajMin
File,Pairwise score (%),Duration (s),All correct (%),Root correct (%),Type correct (%),All wrong (%),Unique ref chords,Unique test chords
"chord_mrx_09_000000",83.646071,164.310204,82.185055,2.584929,6.224162,6.801225,5,7
"chord_mrx_09_000001",98.626553,200.129245,96.417164,0.387392,0.000000,0.000000,1,2
"chord_mrx_09_000002",92.238963,182.143129,90.119869,0.000000,5.249456,1.428393,5,6
"chord_mrx_09_000003",85.612301,153.469388,83.612567,0.000000,9.241421,0.847074,4,5
"chord_mrx_09_000004",82.328154,236.088889,82.113689,0.286817,8.176899,7.035325,13,15
"chord_mrx_09_000005",81.306296,194.841000,79.131702,0.300758,2.594423,8.945756,12,17
"chord_mrx_09_000006",77.804428,183.771429,75.932008,0.000000,21.064624,-0.000000,4,4
"chord_mrx_09_000007",84.894853,112.875102,80.529602,0.000000,9.012709,5.231753,8,9
"chord_mrx_09_000008",82.924534,172.329805,80.337854,0.020863,6.370618,10.064493,10,15
"chord_mrx_09_000009",88.700108,164.022857,88.387434,3.893256,3.815530,3.247356,8,10
"chord_mrx_09_000010",84.561424,149.394286,80.984121,1.448333,6.439333,7.280070,8,8
"chord_mrx_09_000011",85.254179,211.487347,83.484106,0.000000,6.857021,6.558504,7,7
"chord_mrx_09_000012",89.251852,147.513469,86.149364,0.681446,9.050791,0.640467,3,7
"chord_mrx_09_000013",85.048249,277.080816,83.378549,3.677259,9.085090,0.924614,8,13
"chord_mrx_09_000014",86.424357,263.332325,82.065291,2.646846,5.009264,2.266417,5,7
"chord_mrx_09_000015",84.974361,111.962523,84.553353,0.684009,4.728430,9.471418,10,12
"chord_mrx_09_000016",81.073590,180.192653,78.763258,0.106730,3.495780,14.905117,9,9
"chord_mrx_09_000017",0.381924,132.465487,0.000000,0.000000,97.679011,1.574553,8,8
"chord_mrx_09_000018",87.898400,101.459592,86.262683,0.000000,1.335122,0.000000,3,3
"chord_mrx_09_000019",79.370210,145.075374,77.041049,0.000000,14.901268,3.865680,5,5
"chord_mrx_09_000020",70.459743,129.509298,66.842006,2.824615,3.888373,21.469886,6,8
"chord_mrx_09_000021",89.066551,200.943000,88.232981,0.000000,8.229199,-0.000000,5,5
"chord_mrx_09_000022",82.676226,157.152653,80.211712,0.000000,15.480955,0.773170,4,4
"chord_mrx_09_000023",94.966076,110.184490,91.527598,0.000000,2.850552,1.589672,4,5
"chord_mrx_09_000024",91.042244,154.955465,88.148988,0.000000,5.162991,3.419754,8,8
"chord_mrx_09_000025",82.768807,183.133000,80.610267,0.513288,8.118690,8.190768,6,13
"chord_mrx_09_000026",94.111362,174.158367,92.792158,0.643093,4.203210,0.000000,3,4
"chord_mrx_09_000027",84.749955,160.198986,83.807423,3.972219,3.325831,6.886934,5,8
"chord_mrx_09_000028",78.843911,347.205000,78.039775,0.627295,8.957532,8.833110,17,21
"chord_mrx_09_000029",86.992114,110.064000,84.636212,3.043684,3.539759,4.015845,8,12
"chord_mrx_09_000030",71.931848,121.376000,20.001483,0.000000,2.628197,0.000000,3,3
"chord_mrx_09_000031",24.340502,229.683084,23.408784,0.000000,69.230142,0.322183,3,4
"chord_mrx_09_000032",74.790220,20.206598,73.179315,2.987732,18.266415,3.488009,6,7
"chord_mrx_09_000033",89.406043,151.092245,86.624799,4.917526,2.275302,2.769451,12,13
"chord_mrx_09_000034",89.615729,158.066939,87.270558,0.000000,4.928790,3.806875,5,5
"chord_mrx_09_000035",85.934052,169.921000,84.556941,3.435714,2.986094,4.150752,12,14
"chord_mrx_09_000036",86.793582,217.887347,86.302365,0.000000,8.592379,3.904095,6,6
"chord_mrx_09_000037",86.147252,121.392510,83.081299,3.192918,1.491575,8.325208,5,7
"chord_mrx_09_000038",91.684466,195.343673,91.390793,0.000000,6.911507,0.547672,9,10
"chord_mrx_09_000039",70.594400,342.547000,59.612258,0.244638,10.666274,17.040581,9,12
"chord_mrx_09_000040",89.090551,228.600000,88.386264,0.052493,4.551619,5.150919,9,10
"chord_mrx_09_000041",83.647067,166.997912,82.577642,1.064130,5.511301,6.923181,7,11
"chord_mrx_09_000042",89.440941,127.686531,86.444125,0.000000,0.462741,9.591079,3,3
"chord_mrx_09_000043",88.920860,161.149388,79.376306,1.578105,8.170143,-0.000000,5,8
"chord_mrx_09_000044",89.509896,152.581224,87.044574,3.502538,4.260936,2.567440,7,10
"chord_mrx_09_000045",87.551845,136.681362,86.637863,4.610389,1.154984,6.178106,7,9
"chord_mrx_09_000046",87.865345,175.827000,86.861517,0.271289,5.465600,6.040028,13,15
"chord_mrx_09_000047",89.542052,40.620408,82.450873,0.000000,6.593038,1.846363,3,5
"chord_mrx_09_000048",90.114336,148.511640,86.838287,0.000000,6.121660,3.478093,6,7
"chord_mrx_09_000049",81.584158,167.627755,78.948467,0.000000,14.087953,4.014848,3,6
"chord_mrx_09_000050",12.990083,194.089796,12.783520,1.695744,41.200211,38.554766,9,10
"chord_mrx_09_000051",78.774698,150.282449,75.811978,4.290788,9.172811,5.966095,6,10
"chord_mrx_09_000052",66.106151,72.751020,66.106151,11.244359,21.480250,0.494308,6,7
"chord_mrx_09_000053",63.015780,31.681117,48.207498,0.000000,21.578156,0.000000,1,2
"chord_mrx_09_000054",63.031501,206.007440,61.645282,0.000000,32.802593,0.902880,4,6
"chord_mrx_09_000055",93.447598,167.122720,90.860136,0.656436,4.436957,0.815948,4,5
"chord_mrx_09_000056",1.831893,192.496327,0.000000,0.045824,92.045267,5.200525,6,8
"chord_mrx_09_000057",95.382268,228.571429,93.924767,0.000000,2.467538,0.899100,7,7
"chord_mrx_09_000058",92.483630,117.860212,89.473095,0.000000,2.351403,1.870634,4,6
"chord_mrx_09_000059",78.358220,202.317000,77.667719,4.948670,3.544438,12.862488,9,13
"chord_mrx_09_000060",88.186135,156.708571,88.007459,0.963543,7.302883,3.449837,7,12
"chord_mrx_09_000061",87.718484,140.576508,84.735494,2.535778,5.115636,4.300728,9,9
"chord_mrx_09_000062",92.840963,254.549169,92.157057,0.000000,4.895157,1.756198,6,6
"chord_mrx_09_000063",77.725491,136.048617,55.493451,8.596173,5.850632,3.779805,10,11
"chord_mrx_09_000064",77.514365,215.800000,76.226135,4.847544,3.126506,11.737257,8,12
"chord_mrx_09_000065",78.891581,189.515466,78.365750,0.000000,7.970529,12.223215,7,9
"chord_mrx_09_000066",79.776545,295.093000,78.977814,0.010505,7.843968,4.642604,8,10
"chord_mrx_09_000067",88.122475,138.370612,85.086706,2.725944,6.367823,1.821572,6,7
"chord_mrx_09_000068",77.955673,197.741135,77.208664,1.195819,12.716351,7.279430,8,12
"chord_mrx_09_000069",94.372968,116.424853,91.836691,0.000000,3.705072,1.643796,10,11
"chord_mrx_09_000070",92.212904,139.706676,91.543263,1.060999,4.987431,1.103590,10,11
"chord_mrx_09_000071",79.481079,164.101224,77.029865,0.699117,17.956734,1.664326,5,7
"chord_mrx_09_000072",90.409204,151.914612,88.211944,0.000000,7.403466,0.000000,4,4
"chord_mrx_09_000073",61.586614,304.150793,61.259776,1.223078,19.600305,17.317068,2,9
"chord_mrx_09_000074",86.077538,148.741224,85.508845,0.000000,6.438672,7.209832,9,12
"chord_mrx_09_000075",89.850354,147.670204,86.818357,2.219243,4.798420,2.752587,6,6
"chord_mrx_09_000076",86.325568,159.674920,85.516850,3.522747,3.033858,6.895139,11,13
"chord_mrx_09_000077",94.976395,137.607256,91.470855,0.203254,2.258910,1.903200,9,10
"chord_mrx_09_000078",94.156986,147.983673,91.613417,0.585098,2.447367,2.215182,7,7
"chord_mrx_09_000079",91.077691,140.088890,91.077691,3.440673,2.663323,2.202052,11,12
"chord_mrx_09_000080",72.068723,167.862000,71.111389,0.218632,9.198627,17.671659,8,10
"chord_mrx_09_000081",88.642404,175.804082,85.215816,0.047221,6.287047,4.622260,4,5
"chord_mrx_09_000082",91.129675,157.648980,87.984092,0.000000,7.550097,1.133635,9,9
"chord_mrx_09_000083",89.831233,155.173152,89.523610,0.516254,7.560813,1.579454,8,13
"chord_mrx_09_000084",85.381105,171.101456,81.592929,4.300800,9.107062,0.021615,5,8
"chord_mrx_09_000085",88.643427,163.317551,80.614906,1.030781,9.755051,0.108104,6,8
"chord_mrx_09_000086",79.988452,225.821231,77.320574,0.115306,5.060652,5.745140,7,14
"chord_mrx_09_000087",91.640338,257.642000,91.200581,0.000000,1.962413,0.671474,5,7
"chord_mrx_09_000088",83.597493,145.008617,80.647492,0.865774,2.085856,13.043953,12,14
"chord_mrx_09_000089",80.569907,212.140000,74.115207,2.261714,4.755350,7.528990,12,16
"chord_mrx_09_000090",91.885563,123.367620,88.711280,0.640363,1.660926,5.543054,6,8
"chord_mrx_09_000091",81.609715,158.850612,78.612803,1.141382,14.610091,1.837484,9,10
"chord_mrx_09_000092",85.772163,186.107000,84.365983,6.845524,3.847786,2.265363,12,13
"chord_mrx_09_000093",89.140089,119.353469,85.296942,0.000000,7.257088,3.471667,13,13
"chord_mrx_09_000094",79.138833,167.444898,78.508836,7.296107,6.704898,6.384826,5,6
"chord_mrx_09_000095",68.280832,158.870455,67.714975,0.614929,17.486702,13.350068,5,5
"chord_mrx_09_000096",93.284721,145.614919,90.844542,0.000000,2.006092,3.705083,8,8
"chord_mrx_09_000097",83.158707,114.451157,79.399263,0.000000,7.578683,9.133577,7,7
"chord_mrx_09_000098",87.335553,124.551837,83.197200,0.000000,12.231279,0.354541,5,5
"chord_mrx_09_000099",85.760536,160.417959,83.218605,0.000000,9.344696,3.610470,5,6
"chord_mrx_09_000100",85.448769,119.145091,81.780458,2.105279,7.284690,4.386260,7,10
"chord_mrx_09_000101",93.845053,92.708571,93.845053,0.034048,5.162809,0.442320,7,8
"chord_mrx_09_000102",81.362714,118.987755,77.098408,7.801891,6.221090,3.685054,5,6
"chord_mrx_09_000103",76.967074,215.066122,76.500393,0.000000,14.869608,7.822991,7,8
"chord_mrx_09_000104",89.107282,149.741757,81.612625,2.423432,4.844459,1.660099,6,5
"chord_mrx_09_000105",92.740318,129.776327,90.083110,0.000000,6.047789,0.215756,6,7
"chord_mrx_09_000106",96.185884,184.131714,95.357579,0.000000,2.640569,0.846462,5,6
"chord_mrx_09_000107",81.692738,153.561421,80.983237,0.028839,12.843043,4.765978,7,7
"chord_mrx_09_000108",82.988319,129.270000,81.311209,0.040226,3.222712,8.364663,7,10
"chord_mrx_09_000109",90.117580,146.494694,87.438823,0.042088,5.213947,2.368686,4,6
"chord_mrx_09_000110",80.064558,177.266939,79.513446,0.000000,19.526142,0.000000,3,2
"chord_mrx_09_000111",91.072860,125.342112,88.343839,1.083333,6.586910,0.080506,5,8
