MirexMajMin
File,Pairwise score (%),Duration (s),All correct (%),Root correct (%),Type correct (%),All wrong (%),Unique ref chords,Unique test chords
"chord_mrx_09_000000",75.339058,164.310204,73.616582,0.337159,3.690078,20.279118,5,6
"chord_mrx_09_000001",94.906300,200.129245,92.746879,4.057677,0.000000,0.000000,1,3
"chord_mrx_09_000002",80.852935,182.143129,78.375664,2.401675,3.408406,12.547431,5,8
"chord_mrx_09_000003",74.958761,153.469388,74.651521,0.000000,17.298005,1.733275,4,4
"chord_mrx_09_000004",80.183275,236.088889,79.817180,2.551414,11.958891,3.236108,13,13
"chord_mrx_09_000005",78.496428,194.841000,75.443141,1.647502,1.054027,12.846445,12,19
"chord_mrx_09_000006",74.957153,183.771429,74.715159,0.000000,22.308930,0.000000,4,4
"chord_mrx_09_000007",89.872553,112.875102,84.875171,0.000000,7.266548,2.585880,8,8
"chord_mrx_09_000008",77.645411,172.329805,74.503071,0.000000,5.921033,16.350906,10,11
"chord_mrx_09_000009",91.296640,164.022857,91.270097,0.316158,5.286916,2.453318,8,10
"chord_mrx_09_000010",70.888042,149.394286,67.211700,12.532637,8.146824,8.260695,8,9
"chord_mrx_09_000011",92.882053,211.487347,90.011251,0.000000,2.783598,4.134981,7,7
"chord_mrx_09_000012",86.971437,147.513469,83.518507,3.359765,7.665049,1.632316,3,8
"chord_mrx_09_000013",81.675073,277.080816,79.179997,5.006816,9.305383,3.443743,8,16
"chord_mrx_09_000014",88.888323,263.332325,87.250807,0.032894,4.979212,2.428460,5,6
"chord_mrx_09_000015",70.144948,111.962523,69.698906,0.323141,11.798577,17.480849,10,7
"chord_mrx_09_000016",64.285409,180.192653,62.056351,0.200483,20.709142,14.315788,9,9
"chord_mrx_09_000017",0.544069,132.465487,0.000000,0.000000,97.760273,1.493291,8,8
"chord_mrx_09_000018",96.927834,101.459592,84.525639,0.000000,0.359378,0.000000,3,3
"chord_mrx_09_000019",83.304337,145.075374,80.150827,0.000000,12.425088,3.271992,5,5
"chord_mrx_09_000020",71.030560,129.509298,67.396753,2.764160,4.808741,19.788648,6,8
"chord_mrx_09_000021",85.109649,200.943000,84.968495,0.826118,9.928087,0.716585,5,7
"chord_mrx_09_000022",85.630731,157.152653,82.537822,0.366601,12.514447,1.091259,4,5
"chord_mrx_09_000023",95.309986,110.184490,91.346750,0.000000,1.017443,3.219027,4,4
"chord_mrx_09_000024",86.840371,154.955465,83.648242,2.563882,4.719275,5.708148,8,10
"chord_mrx_09_000025",80.686961,183.133000,78.174580,0.000000,7.947481,7.854470,6,9
"chord_mrx_09_000026",95.171667,174.158367,94.117033,0.681645,2.879963,0.000508,3,4
"chord_mrx_09_000027",93.893238,160.198986,93.008001,1.473173,2.182319,1.476352,5,6
"chord_mrx_09_000028",78.692660,347.205000,75.788031,0.919274,9.822514,9.007096,17,23
"chord_mrx_09_000029",87.951706,110.064000,85.680276,0.668752,5.260118,3.978034,8,11
"chord_mrx_09_000030",96.862881,121.376000,19.741329,0.000000,2.955980,0.000000,3,4
"chord_mrx_09_000031",20.333154,229.683084,19.431034,0.773224,71.283540,0.000000,3,4
"chord_mrx_09_000032",68.634206,20.206598,67.169070,5.928890,25.020337,0.270798,6,7
"chord_mrx_09_000033",87.934902,151.092245,85.303240,6.118397,3.286752,1.878687,12,15
"chord_mrx_09_000034",91.509896,158.066939,88.365042,0.000000,4.629857,3.011324,5,7
"chord_mrx_09_000035",83.986370,169.921000,83.718725,0.644968,4.581328,6.184480,12,16
"chord_mrx_09_000036",85.457482,217.887347,85.264408,0.135011,7.061189,6.262925,6,7
"chord_mrx_09_000037",84.699629,121.392510,81.197113,2.316430,3.064867,8.237365,5,6
"chord_mrx_09_000038",92.876722,195.343673,91.726693,0.000000,5.367657,1.730490,9,11
"chord_mrx_09_000039",70.619584,342.547000,59.370269,0.793462,8.937289,18.190030,9,13
"chord_mrx_09_000040",86.625752,228.600000,86.523027,0.058192,5.628636,5.931440,9,11
"chord_mrx_09_000041",82.407411,166.997912,80.195128,5.292146,3.897435,6.623570,7,15
