MirexMajMin
File,Pairwise score (%),Duration (s),All correct (%),Root correct (%),Type correct (%),All wrong (%),Unique ref chords,Unique test chords
"chord_mrx_09_000000",76.824887,164.310204,75.290838,3.678175,4.474096,14.434422,5,6
"chord_mrx_09_000001",98.429458,200.129245,96.177597,0.000000,0.000000,0.626959,1,2
"chord_mrx_09_000002",89.236005,182.143129,86.447548,1.863919,4.801937,3.664659,5,10
"chord_mrx_09_000003",89.353132,153.469388,86.376004,0.000000,6.308569,0.895944,4,5
"chord_mrx_09_000004",88.918570,236.088889,88.740109,2.185820,5.000946,1.685856,13,16
"chord_mrx_09_000005",83.961794,194.841000,78.871490,2.007791,1.000303,9.093569,12,17
"chord_mrx_09_000006",79.176195,183.771429,76.732414,0.028719,19.608513,0.643311,4,5
"chord_mrx_09_000007",85.659199,112.875102,81.750204,1.511588,7.719341,3.908101,8,7
"chord_mrx_09_000008",82.291810,172.329805,79.583271,0.000000,3.057501,14.182071,10,11
"chord_mrx_09_000009",87.188025,164.022857,86.966802,5.101654,4.487011,2.788109,8,11
"chord_mrx_09_000010",81.779339,149.394286,78.299094,8.441431,4.909413,4.501918,8,9
"chord_mrx_09_000011",80.891205,211.487347,78.560815,0.559175,7.777655,10.004350,7,10
"chord_mrx_09_000012",84.559986,147.513469,81.156623,0.000000,10.500689,-0.000000,3,5
"chord_mrx_09_000013",75.221039,277.080816,72.616759,3.846029,8.758637,4.476036,8,13
"chord_mrx_09_000014",70.532917,263.332325,66.085377,5.022167,3.057535,2.848117,5,6
"chord_mrx_09_000015",82.636036,111.962523,82.241042,0.364785,7.143542,9.760072,10,13
"chord_mrx_09_000016",90.556508,180.192653,88.296123,0.212034,3.669521,5.090432,9,9
"chord_mrx_09_000017",0.295109,132.465487,0.000000,0.000000,93.673243,5.580321,8,8
"chord_mrx_09_000018",89.144493,101.459592,77.928607,7.786351,1.882846,0.000000,3,4
"chord_mrx_09_000019",83.736374,145.075374,81.270801,1.000121,12.584710,0.992275,5,7
"chord_mrx_09_000020",78.035840,129.509298,74.302675,2.474225,1.570750,16.688419,6,8
"chord_mrx_09_000021",85.082834,200.943000,84.383631,2.476324,9.311596,0.422508,5,8
"chord_mrx_09_000022",77.186011,157.152653,74.753565,5.198333,15.059989,1.498241,4,5
"chord_mrx_09_000023",98.286080,110.184490,94.259185,0.000000,0.862691,0.812679,4,5
"chord_mrx_09_000024",96.180204,154.955465,93.306309,1.227196,0.413936,1.819785,8,10
"chord_mrx_09_000025",85.050209,183.133000,82.621374,1.158175,6.377878,4.990362,6,13
"chord_mrx_09_000026",95.441594,174.158367,94.767859,0.000000,2.911291,-0.000000,3,3
"chord_mrx_09_000027",90.718924,160.198986,89.032819,0.000000,3.569892,5.537134,5,5
"chord_mrx_09_000028",77.676301,347.205000,76.022811,1.885342,7.999021,8.804597,17,25
"chord_mrx_09_000029",86.794956,110.064000,84.084714,3.917721,2.445850,4.846271,8,11
"chord_mrx_09_000030",88.286811,121.376000,18.399848,0.000000,2.520268,0.000000,3,3
"chord_mrx_09_000031",24.465251,229.683084,22.647529,0.000000,69.185939,0.000000,3,3
"chord_mrx_09_000032",75.306818,20.206598,73.695914,2.987732,16.838594,4.720908,6,7
"chord_mrx_09_000033",93.044684,151.092245,90.399118,0.566931,2.766415,2.854612,12,15
"chord_mrx_09_000034",92.389099,158.066939,90.102804,0.000000,2.916760,2.972067,5,6
"chord_mrx_09_000035",89.423909,169.921000,87.661325,1.387115,1.460679,4.620382,12,17
"chord_mrx_09_000036",82.509960,217.887347,81.993501,2.903839,1.178629,12.810071,6,8
"chord_mrx_09_000037",90.214286,121.392510,87.094788,0.000000,3.194082,5.802130,5,6
"chord_mrx_09_000038",91.869330,195.343673,91.514226,2.043616,4.967511,0.324618,9,12
"chord_mrx_09_000039",72.035662,342.547000,60.247499,0.651006,5.913641,20.710735,9,12
"chord_mrx_09_000040",89.951881,228.600000,89.203850,0.704724,4.066054,4.166667,9,11
"chord_mrx_09_000041",82.832530,166.997912,81.318834,3.674222,4.721878,6.326543,7,10
"chord_mrx_09_000042",86.562397,127.686531,83.445794,0.000000,0.444131,12.586837,3,4
"chord_mrx_09_000043",67.926020,161.149388,58.381467,1.576177,5.843831,0.000000,5,7
"chord_mrx_09_000044",84.421253,152.581224,82.106670,7.833619,3.828358,1.040994,7,7
"chord_mrx_09_000045",72.796393,136.681362,71.732427,21.611778,0.605900,4.656846,7,12
"chord_mrx_09_000046",84.480199,175.827000,83.658369,3.436901,2.512697,9.041842,13,18
"chord_mrx_09_000047",89.436625,40.620408,82.345446,0.000000,5.406012,0.000000,3,3
"chord_mrx_09_000048",91.893102,148.511640,88.617053,0.000000,6.624718,1.236670,6,6
"chord_mrx_09_000049",75.578239,167.627755,73.002204,5.673631,14.739746,3.480581,3,5
"chord_mrx_09_000050",11.011592,194.089796,10.805029,3.287227,37.340292,38.628367,9,12
"chord_mrx_09_000051",76.958337,150.282449,74.108737,5.507052,12.304244,3.321638,6,8
"chord_mrx_09_000052",56.687351,72.751020,56.687351,22.261105,10.899330,9.442918,6,8
"chord_mrx_09_000053",14.697806,31.681117,0.000000,0.000000,0.000000,69.785655,1,1
"chord_mrx_09_000054",72.883669,206.007440,69.630408,5.201262,17.073207,0.791240,4,6
"chord_mrx_09_000055",86.180325,167.122720,83.613806,9.026158,3.521403,0.590159,4,6
"chord_mrx_09_000056",86.762185,192.496327,84.854966,7.499968,2.334275,2.602406,6,8
"chord_mrx_09_000057",91.605985,228.571429,90.163797,0.000000,2.587939,4.539669,7,7
"chord_mrx_09_000058",89.432337,117.860212,85.645459,1.658745,1.953694,4.492384,4,6
"chord_mrx_09_000059",83.083478,202.317000,82.496775,3.012599,3.530598,8.422426,9,14
"chord_mrx_09_000060",91.134595,156.708571,90.892107,0.000000,2.939949,5.891666,7,11
"chord_mrx_09_000061",89.746276,140.576508,86.711110,1.287865,5.120566,3.517123,9,9
"chord_mrx_09_000062",87.663267,254.549169,86.955042,0.010186,8.337953,3.582585,6,7
"chord_mrx_09_000063",73.735818,136.048617,51.333882,7.009829,10.114726,3.336746,10,10
"chord_mrx_09_000064",75.868397,215.800000,74.299815,6.495366,1.033828,12.076460,8,13
"chord_mrx_09_000065",55.850468,189.515466,55.644680,0.900542,23.924999,18.089272,7,5
"chord_mrx_09_000066",76.918802,295.093000,76.073983,0.811947,6.087572,8.501388,8,11
"chord_mrx_09_000067",88.480971,138.370612,84.806476,1.341652,9.525840,0.207971,6,6
"chord_mrx_09_000068",85.787081,197.741135,84.995967,0.000000,6.640327,6.760032,8,12
"chord_mrx_09_000069",95.294780,116.424853,92.535183,0.000000,3.117505,1.532870,10,12
"chord_mrx_09_000070",91.555196,139.706676,90.821134,3.286462,3.702777,0.928675,10,11
"chord_mrx_09_000071",91.521982,164.101224,88.895639,0.000000,7.230474,1.231479,5,5
"chord_mrx_09_000072",92.670295,151.914612,88.285704,0.000000,7.180197,-0.000000,4,4
"chord_mrx_09_000073",62.241190,304.150793,61.766069,12.637261,15.571417,9.425479,2,6
"chord_mrx_09_000074",88.294080,148.741224,87.752279,0.000000,3.066301,8.338768,9,12
"chord_mrx_09_000075",90.384708,147.670204,87.440745,1.481906,5.002885,2.629212,6,6
"chord_mrx_09_000076",93.310987,159.674920,92.445905,1.679133,2.306164,2.484159,11,12
"chord_mrx_09_000077",94.555001,137.607256,91.096696,0.722849,1.852593,2.164081,9,14
