MirexMajMin
File,Pairwise score (%),Duration (s),All correct (%),Root correct (%),Type correct (%),All wrong (%),Unique ref chords,Unique test chords
"chord_mrx_09_000000",76.329894,164.310204,74.252831,7.852832,10.597090,5.030069,5,6
"chord_mrx_09_000001",98.789133,200.129245,95.826460,0.000000,0.899419,-0.000000,1,3
"chord_mrx_09_000002",89.856800,182.143129,87.348587,0.000000,3.285115,6.001370,5,5
"chord_mrx_09_000003",77.087615,153.469388,71.075646,0.000000,11.279540,10.995678,4,10
"chord_mrx_09_000004",79.578341,236.088889,77.709838,1.727980,7.219848,10.804697,13,13
"chord_mrx_09_000005",74.399639,194.841000,70.843919,3.017845,4.709481,12.419871,12,14
"chord_mrx_09_000006",73.204424,183.771429,70.228513,1.347886,23.485728,0.695413,4,5
"chord_mrx_09_000007",85.512203,112.875102,80.426084,0.000000,6.885458,7.239868,8,7
"chord_mrx_09_000008",84.967162,172.329805,82.315161,0.000000,5.144039,9.327415,10,13
"chord_mrx_09_000009",88.210714,164.022857,87.554289,0.000000,8.166007,3.393939,8,10
"chord_mrx_09_000010",73.138311,149.394286,69.290167,6.562861,10.820024,9.153906,8,9
"chord_mrx_09_000011",80.702058,211.487347,77.631888,0.000000,5.672634,12.914000,7,10
"chord_mrx_09_000012",76.579598,147.513469,73.637210,3.115388,16.552440,2.175654,3,8
"chord_mrx_09_000013",74.912375,277.080816,73.195923,6.102994,11.772080,6.046682,8,11
"chord_mrx_09_000014",53.768084,263.332325,53.195361,4.029129,21.789424,15.677458,5,15
"chord_mrx_09_000015",65.252786,111.962523,64.831778,4.642405,19.968478,9.806985,10,6
"chord_mrx_09_000016",67.403305,180.192653,64.685076,4.400151,9.678298,18.429665,9,9
"chord_mrx_09_000017",0.746436,132.465487,0.000000,0.000000,97.151936,2.005805,8,7
"chord_mrx_09_000018",85.038482,101.459592,82.890604,0.000000,3.908494,0.630793,3,6
"chord_mrx_09_000019",55.714319,145.075374,51.562226,0.000000,28.521021,14.838745,5,6
"chord_mrx_09_000020",60.613860,129.509298,56.689790,1.195530,9.070484,27.703643,6,7
"chord_mrx_09_000021",84.012382,200.943000,81.835645,0.000000,12.695142,0.000000,5,5
"chord_mrx_09_000022",84.074343,157.152653,80.584472,0.000000,14.973034,0.466963,4,4
"chord_mrx_09_000023",94.294241,110.184490,90.267345,0.000000,2.211698,2.643238,4,5
"chord_mrx_09_000024",80.786924,154.955465,77.565679,2.246049,8.472754,8.239602,8,10
"chord_mrx_09_000025",78.258424,183.133000,76.127186,0.000000,16.159294,5.201138,6,11
"chord_mrx_09_000026",88.837477,174.158367,87.423037,0.020592,10.235521,-0.000000,3,4
"chord_mrx_09_000027",85.405130,160.198986,84.315160,3.461396,6.089260,4.274030,5,9
"chord_mrx_09_000028",70.836537,347.205000,69.183047,5.016057,11.203468,9.499575,17,19
"chord_mrx_09_000029",74.380361,110.064000,72.170737,1.356484,9.624400,12.032999,8,10
"chord_mrx_09_000030",20.349987,121.376000,18.606644,0.000000,2.589474,1.223471,3,4
"chord_mrx_09_000031",21.509320,229.683084,20.610255,0.000000,71.323351,0.000000,3,3
"chord_mrx_09_000032",53.172088,20.206598,51.561183,0.000000,46.045900,0.586576,6,5
"chord_mrx_09_000033",89.023120,151.092245,86.079723,4.944000,2.824539,2.738815,12,13
"chord_mrx_09_000034",90.256965,158.066939,86.263188,0.000000,4.703879,3.980049,5,6
"chord_mrx_09_000035",73.717198,169.921000,71.349039,4.231378,6.312934,11.752520,12,13
"chord_mrx_09_000036",81.964528,217.887347,80.862982,0.000000,7.189370,10.627082,6,7
"chord_mrx_09_000037",82.260561,121.392510,78.351561,8.166132,2.893098,5.749805,5,7
"chord_mrx_09_000038",90.701535,195.343673,89.551506,0.000000,5.214729,2.060550,9,9
"chord_mrx_09_000039",62.757519,342.547000,60.566579,1.068175,7.855272,17.841931,9,12
"chord_mrx_09_000040",83.606299,228.600000,81.747594,0.700350,10.575678,4.030184,9,11
"chord_mrx_09_000041",59.261118,166.997912,58.074363,8.085794,20.537515,9.310280,7,13
"chord_mrx_09_000042",82.093732,127.686531,78.591677,0.000000,0.509100,17.091828,3,6
"chord_mrx_09_000043",64.728706,161.149388,63.988641,1.826828,23.406787,0.821705,5,12
"chord_mrx_09_000044",70.096308,152.581224,67.484644,6.414211,15.333826,7.738621,7,12
"chord_mrx_09_000045",67.478510,136.681362,66.102214,16.052893,1.574259,14.439994,7,9
"chord_mrx_09_000046",84.532523,175.827000,83.200532,4.482247,6.410278,4.492484,13,13
"chord_mrx_09_000047",86.188964,40.620408,79.097785,0.000000,10.930853,0.000000,3,3
"chord_mrx_09_000048",85.463680,148.511640,82.187631,0.000000,6.986038,6.294750,6,7
"chord_mrx_09_000049",78.298136,167.627755,75.591011,0.000000,19.249849,1.980579,3,9
"chord_mrx_09_000050",10.684207,194.089796,10.477644,3.070890,41.511199,39.081767,9,12
"chord_mrx_09_000051",72.959582,150.282449,69.614905,3.865714,7.168562,12.665462,6,9
"chord_mrx_09_000052",69.163366,72.751020,69.163366,1.760844,28.113621,0.246001,6,7
"chord_mrx_09_000053",26.047854,31.681117,8.551592,0.000000,42.434615,18.799448,1,4
"chord_mrx_09_000054",72.572569,206.007440,70.021343,1.437105,23.203275,0.689031,4,7
"chord_mrx_09_000055",84.289283,167.122720,81.059034,6.484544,8.213379,0.856493,4,4
"chord_mrx_09_000056",82.150691,192.496327,79.442306,1.563290,8.464475,6.451239,6,8
"chord_mrx_09_000057",88.234295,228.571429,85.525701,0.000000,3.284574,7.511913,7,6
"chord_mrx_09_000058",90.281655,117.860212,84.068336,1.586625,7.259201,0.755515,4,5
"chord_mrx_09_000059",67.011670,202.317000,66.120988,7.016217,6.452745,18.509072,9,13
"chord_mrx_09_000060",80.792567,156.708571,80.516289,3.858302,5.035053,6.901590,7,11
"chord_mrx_09_000061",76.624150,140.576508,73.610324,1.247908,6.698496,13.827948,9,8
"chord_mrx_09_000062",86.710720,254.549169,86.002494,1.022501,5.398361,5.199394,6,7
"chord_mrx_09_000063",68.098003,136.048617,56.023558,2.816026,10.907185,6.498837,10,11
"chord_mrx_09_000064",66.250232,215.800000,64.367933,6.434198,9.787303,14.901761,8,11
"chord_mrx_09_000065",65.013699,189.515466,63.573192,0.663884,13.576960,19.842339,7,7
"chord_mrx_09_000066",73.845872,295.093000,71.635383,0.279573,11.322193,6.960518,8,11
"chord_mrx_09_000067",74.549154,138.370612,71.081520,2.642276,19.947182,2.188388,6,8
"chord_mrx_09_000068",69.280417,197.741135,67.680681,1.314661,12.061058,15.152208,8,10
"chord_mrx_09_000069",89.866832,116.424853,87.957569,0.000000,3.891126,5.336864,10,10
"chord_mrx_09_000070",83.466938,139.706676,82.205987,6.536086,5.129900,4.345340,10,10
"chord_mrx_09_000071",86.185249,164.101224,83.558906,0.000000,10.933776,2.197639,5,6
"chord_mrx_09_000072",90.911915,151.914612,86.701751,0.000000,7.362059,0.928153,4,5
"chord_mrx_09_000073",57.320413,304.150793,56.720639,1.568301,22.834212,17.269394,2,8
"chord_mrx_09_000074",86.729863,148.741224,85.904250,0.425136,4.612957,7.819786,9,10
"chord_mrx_09_000075",87.859698,147.670204,84.827528,2.525484,4.905943,4.113125,6,6
"chord_mrx_09_000076",83.960548,159.674920,82.952345,1.113294,6.578624,8.079164,11,12
"chord_mrx_09_000077",90.003221,137.607256,86.200324,4.604457,2.597876,2.403901,9,12
"chord_mrx_09_000078",83.759524,147.983673,80.633836,6.299215,5.031884,4.582878,7,7
"chord_mrx_09_000079",65.490457,140.088890,65.490457,0.000000,11.011447,22.828298,11,10
"chord_mrx_09_000080",70.563916,167.862000,68.764223,1.414257,10.972108,17.025295,8,12
"chord_mrx_09_000081",91.292030,175.804082,88.434257,0.607290,7.052142,0.078655,4,6
"chord_mrx_09_000082",86.062894,157.648980,82.730718,2.008114,7.771731,3.915687,9,11
"chord_mrx_09_000083",89.801796,155.173152,89.458729,0.000000,7.690425,2.030977,8,11
"chord_mrx_09_000084",86.199081,171.101456,82.773897,0.579346,12.475069,0.347747,5,7
"chord_mrx_09_000085",85.558180,163.317551,82.335898,0.257168,8.864077,0.514335,6,9
"chord_mrx_09_000086",77.919016,225.821231,75.233403,0.001486,6.603419,9.416832,7,12
"chord_mrx_09_000087",89.096110,257.642000,86.794855,0.000000,2.994077,3.133806,5,7
"chord_mrx_09_000088",79.666461,145.008617,76.309537,0.958406,3.535919,15.184132,12,13
"chord_mrx_09_000089",74.087867,212.140000,69.525313,2.540304,8.485434,7.981050,12,17
"chord_mrx_09_000090",89.918208,123.367620,86.539740,0.611992,4.641232,4.302165,6,10
"chord_mrx_09_000091",84.046289,158.850612,80.248049,0.961522,13.041670,1.719431,9,9
"chord_mrx_09_000092",64.746087,186.107000,62.890703,18.549544,8.301676,7.572525,12,15
"chord_mrx_09_000093",81.530038,119.353469,77.686892,1.170022,9.854017,6.414080,13,13
"chord_mrx_09_000094",44.498873,167.444898,43.477975,29.161023,6.537239,19.697255,5,8
"chord_mrx_09_000095",57.466939,158.870455,56.633612,0.000000,15.534415,26.945392,5,4
"chord_mrx_09_000096",89.437441,145.614919,85.993157,0.000000,3.579829,6.760999,8,11
"chord_mrx_09_000097",69.943471,114.451157,66.184027,5.367090,8.236541,15.974370,7,9
"chord_mrx_09_000098",91.686439,124.551837,87.547693,0.000000,7.536420,0.089112,5,5
"chord_mrx_09_000099",73.540849,160.417959,70.998918,5.442748,11.717123,7.369793,5,8
"chord_mrx_09_000100",73.065908,119.145091,68.622596,0.000000,7.516378,18.581235,7,7
"chord_mrx_09_000101",91.138676,92.708571,91.138676,0.000000,5.757673,2.350579,7,9
"chord_mrx_09_000102",78.939147,118.987755,74.464151,9.280705,6.660795,4.456003,5,8
"chord_mrx_09_000103",73.912646,215.066122,73.166981,0.392565,10.667914,14.926009,7,9
"chord_mrx_09_000104",82.659283,149.741757,79.418616,2.457806,6.323742,1.091633,6,5
"chord_mrx_09_000105",92.743448,129.776327,89.103895,0.000000,6.718666,-0.000000,6,6
"chord_mrx_09_000106",84.626414,184.131714,83.798109,0.000000,10.166450,4.795873,5,7
"chord_mrx_09_000107",74.113587,153.561421,73.012225,0.494503,19.581464,5.175881,7,5
"chord_mrx_09_000108",67.373714,129.270000,63.969212,3.734819,10.022434,14.251566,7,6
"chord_mrx_09_000109",84.401499,146.494694,80.207328,0.519740,9.261207,5.085508,4,10
"chord_mrx_09_000110",72.148554,177.266939,71.188143,0.000000,26.483764,0.000000,3,3
"chord_mrx_09_000111",90.494330,125.342112,87.067608,1.444970,3.836999,0.949918,5,6
"chord_mrx_09_000112",90.102844,118.267344,89.670515,0.000000,5.956250,1.858872,6,8
"chord_mrx_09_000113",80.533314,190.101768,77.473384,2.669431,15.277323,0.421187,6,6
"chord_mrx_09_000114",72.129500,159.208797,71.776351,0.918238,14.031946,6.758450,6,9
"chord_mrx_09_000115",60.959822,315.765042,57.503461,3.527504,7.752759,8.360506,11,10
"chord_mrx_09_000116",70.716313,117.733878,69.907203,2.819832,12.969740,12.877231,6,12
"chord_mrx_09_000117",90.948848,165.433469,88.148480,0.000000,6.385907,1.573735,5,6
"chord_mrx_09_000118",71.400344,128.026122,67.474790,0.000000,27.844009,0.000000,5,5
"chord_mrx_09_000119",64.604785,156.708571,61.661746,12.170496,14.774697,8.091559,9,8
"chord_mrx_09_000120",51.016056,228.826000,50.898062,1.732321,4.560671,15.683969,9,12
"chord_mrx_09_000121",69.565087,232.874000,66.989874,4.088048,8.721884,14.534469,9,15
"chord_mrx_09_000122",74.058496,105.743806,71.510963,0.000000,16.990252,8.837929,10,9
"chord_mrx_09_000123",86.598796,152.176427,83.238510,0.000000,11.687536,-0.000000,4,4
"chord_mrx_09_000124",83.168623,207.281633,81.751071,0.852395,5.937444,9.791488,9,10
"chord_mrx_09_000125",82.880769,171.322630,79.072972,0.932828,13.480313,1.547544,9,10
"chord_mrx_09_000126",89.410848,126.828262,85.897001,0.000000,8.248380,1.762310,7,7
"chord_mrx_09_000127",80.663269,100.653000,78.538146,0.799777,16.309499,0.761030,8,7
"chord_mrx_09_000128",87.844318,162.382872,85.798949,4.291196,3.705003,3.654360,8,12
"chord_mrx_09_000129",86.522729,133.407347,82.982933,0.936980,7.553017,3.995287,7,12
"chord_mrx_09_000130",75.056090,216.685714,72.404455,2.019958,7.082295,9.076438,7,8
"chord_mrx_09_000131",85.439576,91.585306,85.021439,0.000000,5.520713,8.180016,6,6
"chord_mrx_09_000132",82.159877,243.330612,81.205073,0.000000,9.701581,7.925893,5,7
"chord_mrx_09_000133",82.718588,179.617959,80.525808,0.000000,12.112479,4.080884,4,6
"chord_mrx_09_000134",91.558737,108.016327,87.765675,1.371270,5.572067,0.105358,5,7
"chord_mrx_09_000135",90.571999,132.308000,88.979502,0.000000,6.490159,1.686973,11,12
"chord_mrx_09_000136",88.100087,199.942785,86.668943,0.000000,7.260262,4.266612,8,9
"chord_mrx_09_000137",69.776215,285.309388,69.042692,1.461571,5.028696,21.701837,10,12
"chord_mrx_09_000138",80.452223,208.658000,79.097854,0.000000,5.451025,5.354216,8,10
"chord_mrx_09_000139",91.871955,125.753469,88.326226,0.000000,4.911412,3.089725,8,11
"chord_mrx_09_000140",83.990521,177.580408,81.874074,2.764304,2.878676,10.069725,7,7
"chord_mrx_09_000141",87.761849,66.298776,87.761849,0.000000,10.739215,-0.000000,5,5
"chord_mrx_09_000142",80.642332,193.825000,78.620921,2.371211,7.409261,8.541210,11,12
"chord_mrx_09_000143",62.566202,135.320091,60.447800,5.691736,3.281347,28.358155,10,12
"chord_mrx_09_000144",70.289769,260.649796,68.161944,11.166080,5.133346,10.952710,4,11
"chord_mrx_09_000145",70.008662,142.759184,66.810723,0.000000,28.853875,-0.000000,3,3
"chord_mrx_09_000146",76.259624,158.824490,73.134141,1.940953,8.524521,13.104993,9,9
