MirexMajMin
File,Pairwise score (%),Duration (s),All correct (%),Root correct (%),Type correct (%),All wrong (%),Unique ref chords,Unique test chords
"chord_mrx_09_000000",67.767576,164.310204,65.690513,6.789456,10.745123,14.507730,5,8
"chord_mrx_09_000001",99.076447,200.129245,96.113774,0.000000,0.612104,-0.000000,1,2
"chord_mrx_09_000002",67.791888,182.143129,65.283675,0.154713,3.234959,27.961726,5,7
"chord_mrx_09_000003",65.974453,153.469388,59.962484,0.599468,9.611652,23.177261,4,10
"chord_mrx_09_000004",76.094285,236.088889,74.225783,5.700416,6.845187,10.690977,13,13
"chord_mrx_09_000005",74.102473,194.841000,70.546754,2.480484,4.940439,13.023440,12,15
"chord_mrx_09_000006",73.453957,183.771429,70.478046,1.347886,21.900296,2.031312,4,6
"chord_mrx_09_000007",85.199178,112.875102,80.113059,0.000000,7.198483,7.239868,8,7
"chord_mrx_09_000008",81.425136,172.329805,78.773134,0.000000,4.782013,13.231467,10,13
"chord_mrx_09_000009",85.276871,164.022857,84.620447,0.000000,6.846337,7.647452,8,9
"chord_mrx_09_000010",69.615035,149.394286,65.766891,7.641158,10.649541,11.769369,8,10
"chord_mrx_09_000011",66.829321,211.487347,63.759152,0.000000,6.142590,26.316781,7,10
"chord_mrx_09_000012",74.279078,147.513469,71.336690,4.208210,13.012815,6.922977,3,9
"chord_mrx_09_000013",71.918477,277.080816,70.202024,5.925345,11.426240,9.564070,8,11
"chord_mrx_09_000014",66.906263,263.332325,64.711763,5.693456,9.380331,13.664299,5,15
"chord_mrx_09_000015",66.799515,111.962523,66.378506,4.642405,18.408939,9.819796,10,7
"chord_mrx_09_000016",37.149884,180.192653,34.431656,3.537123,2.184612,57.039799,9,7
"chord_mrx_09_000017",0.746436,132.465487,0.000000,0.000000,97.151936,2.005805,8,7
"chord_mrx_09_000018",85.638710,101.459592,83.490832,0.000000,3.918350,0.020709,3,5
"chord_mrx_09_000019",53.702641,145.075374,49.550547,0.968462,23.734855,20.668127,5,7
"chord_mrx_09_000020",59.235298,129.509298,55.311228,1.817544,7.969503,29.561172,6,7
"chord_mrx_09_000021",82.361167,200.943000,80.184430,1.002274,11.649075,1.695008,5,7
"chord_mrx_09_000022",82.371838,157.152653,78.881966,0.332403,14.158878,2.651222,4,5
"chord_mrx_09_000023",90.591289,110.184490,86.564394,0.000000,2.211698,6.346189,4,5
"chord_mrx_09_000024",75.426346,154.955465,72.205101,5.109274,7.295286,11.914423,8,10
"chord_mrx_09_000025",76.239127,183.133000,74.107889,0.180197,16.032610,7.166922,6,13
"chord_mrx_09_000026",76.768835,174.158367,75.354395,0.020592,8.916922,13.387241,3,6
"chord_mrx_09_000027",83.717788,160.198986,82.627817,5.171769,6.311645,4.028615,5,8
"chord_mrx_09_000028",71.484570,347.205000,69.831080,3.670454,7.891879,13.297044,17,22
"chord_mrx_09_000029",71.118622,110.064000,68.908998,3.971326,8.643153,13.661143,8,8
"chord_mrx_09_000030",20.349987,121.376000,18.606644,0.000000,2.589474,1.223471,3,4
"chord_mrx_09_000031",19.972736,229.683084,19.073671,0.000000,71.041359,1.818576,3,4
"chord_mrx_09_000032",48.033900,20.206598,46.422995,11.076842,39.405757,1.288064,6,6
"chord_mrx_09_000033",89.023120,151.092245,86.079723,4.944000,2.824539,2.738815,12,13
"chord_mrx_09_000034",86.988912,158.066939,82.995135,0.991401,3.714951,7.245628,5,6
"chord_mrx_09_000035",76.083003,169.921000,73.714844,3.516340,6.361780,10.052907,12,13
"chord_mrx_09_000036",77.879724,217.887347,76.778177,1.381837,4.034194,16.485224,6,7
"chord_mrx_09_000037",84.282581,121.392510,80.373580,3.643248,4.930864,6.212903,5,9
"chord_mrx_09_000038",87.949058,195.343673,86.799029,0.000000,5.619127,4.408630,9,9
"chord_mrx_09_000039",64.638721,342.547000,62.859403,1.167431,8.589770,14.715353,9,13
"chord_mrx_09_000040",83.360892,228.600000,81.502187,1.988626,9.505249,4.057743,9,10
"chord_mrx_09_000041",64.191788,166.997912,63.005033,2.155743,11.896055,18.951123,7,13
"chord_mrx_09_000042",79.716320,127.686531,76.214265,0.000000,2.188498,17.789842,3,6
"chord_mrx_09_000043",58.804110,161.149388,58.064046,0.774496,15.150064,16.055355,5,14
"chord_mrx_09_000044",67.549176,152.581224,64.937512,10.456581,11.250937,10.326272,7,12
"chord_mrx_09_000045",63.749063,136.681362,62.372767,13.691782,6.963541,15.141270,7,10
"chord_mrx_09_000046",87.418315,175.827000,86.086323,3.467613,5.297821,3.733784,13,14
"chord_mrx_09_000047",86.188964,40.620408,79.097785,0.000000,10.930853,0.000000,3,3
"chord_mrx_09_000048",78.833280,148.511640,75.557231,0.000000,7.544856,12.366332,6,8
"chord_mrx_09_000049",77.246281,167.627755,74.539156,1.905664,19.019101,1.357519,3,9
"chord_mrx_09_000050",10.777263,194.089796,10.570700,3.068314,41.751679,38.750807,9,13
"chord_mrx_09_000051",73.423155,150.282449,70.078478,4.579299,8.351466,10.305400,6,9
"chord_mrx_09_000052",59.486371,72.751020,59.486371,8.937247,21.990149,8.870064,6,9
"chord_mrx_09_000053",30.669673,31.681117,13.173412,0.000000,27.503026,29.109217,1,6
"chord_mrx_09_000054",72.179908,206.007440,69.628683,1.752336,21.644550,2.325186,4,8
"chord_mrx_09_000055",78.718892,167.122720,75.488643,12.279600,7.778840,1.066368,4,6
"chord_mrx_09_000056",79.173964,192.496327,76.465579,5.586548,6.440885,7.428299,6,9
"chord_mrx_09_000057",86.294472,228.571429,83.585877,1.737143,2.807210,8.191957,7,7
"chord_mrx_09_000058",77.187456,117.860212,70.974137,4.878661,4.411395,13.405485,4,7
"chord_mrx_09_000059",66.440784,202.317000,65.550102,7.016217,6.798242,18.734461,9,13
"chord_mrx_09_000060",76.447106,156.708571,76.170827,2.458070,4.491966,13.190372,7,13
"chord_mrx_09_000061",74.743572,140.576508,71.729746,2.501466,6.931624,14.221841,9,9
"chord_mrx_09_000062",86.621749,254.549169,85.913524,1.022501,5.713033,4.973692,6,7
"chord_mrx_09_000063",61.970534,136.048617,49.896089,11.261577,8.030161,7.057779,10,11
"chord_mrx_09_000064",66.942076,215.800000,65.059778,5.931881,7.701112,16.798424,8,11
"chord_mrx_09_000065",64.899826,189.515466,63.459319,0.847968,14.555650,18.793438,7,8
"chord_mrx_09_000066",73.216240,295.093000,71.005751,0.210442,12.046711,6.934763,8,10
"chord_mrx_09_000067",74.703877,138.370612,71.236243,1.387578,14.959993,8.275551,6,7
"chord_mrx_09_000068",64.530308,197.741135,62.930571,5.261241,10.763831,17.252964,8,11
"chord_mrx_09_000069",89.317121,116.424853,87.407858,1.043650,3.448664,5.285387,10,11
"chord_mrx_09_000070",83.466938,139.706676,82.205987,6.536086,5.129900,4.345340,10,10
"chord_mrx_09_000071",86.444174,164.101224,83.817831,0.000000,10.674852,2.197639,5,6
"chord_mrx_09_000072",87.638976,151.914612,83.428813,1.603939,7.129726,2.829486,4,7
"chord_mrx_09_000073",49.189954,304.150793,48.590180,5.207943,13.618012,30.976411,2,11
"chord_mrx_09_000074",84.246804,148.741224,83.421191,0.000000,6.566847,8.774091,9,8
"chord_mrx_09_000075",87.885328,147.670204,84.853158,2.525484,4.905943,4.087495,6,6
"chord_mrx_09_000076",83.790254,159.674920,82.782051,3.782287,9.502842,2.656247,11,12
"chord_mrx_09_000077",90.003221,137.607256,86.200324,4.604457,2.597876,2.403901,9,12
"chord_mrx_09_000078",82.043013,147.983673,78.917325,8.577465,5.157003,3.896020,7,8
"chord_mrx_09_000079",80.092911,140.088890,80.092911,0.503704,10.244474,8.489112,11,11
"chord_mrx_09_000080",58.210911,167.862000,56.411219,1.998070,17.523323,22.243271,8,10
"chord_mrx_09_000081",88.567033,175.804082,85.709260,3.003614,6.150944,1.308526,4,7
"chord_mrx_09_000082",86.781453,157.648980,83.449277,3.164390,6.466426,3.346157,9,10
"chord_mrx_09_000083",90.708866,155.173152,90.365799,0.500063,6.465452,1.848817,8,9
"chord_mrx_09_000084",78.380198,171.101456,74.955014,10.163375,10.559962,0.497709,5,8
"chord_mrx_09_000085",75.044879,163.317551,71.822597,2.075147,7.651756,10.421979,6,10
"chord_mrx_09_000086",80.018154,225.821231,77.332541,0.001486,7.180127,6.740984,7,13
"chord_mrx_09_000087",86.592248,257.642000,84.290993,0.000000,3.156318,5.475427,5,7
"chord_mrx_09_000088",67.970496,145.008617,64.613571,3.287225,3.081551,25.005646,12,13
"chord_mrx_09_000089",77.251343,212.140000,72.688790,1.490525,6.468370,7.884416,12,14
"chord_mrx_09_000090",88.820085,123.367620,85.441617,1.222523,3.273926,6.157063,6,10
"chord_mrx_09_000091",82.003986,158.850612,78.205747,2.154427,11.782128,3.828371,9,10
"chord_mrx_09_000092",62.489858,186.107000,60.634474,18.831103,10.372528,7.476344,12,14
"chord_mrx_09_000093",81.001563,119.353469,77.158416,1.576521,9.989113,6.400961,13,13
"chord_mrx_09_000094",47.951164,167.444898,46.930266,29.241344,3.987635,18.714247,5,7
"chord_mrx_09_000095",56.822936,158.870455,55.989609,0.000000,17.944956,25.178853,5,5
"chord_mrx_09_000096",89.787680,145.614919,86.343396,0.000000,3.579829,6.410760,8,10
"chord_mrx_09_000097",68.243749,114.451157,64.484305,3.816983,8.392813,19.067927,7,9
"chord_mrx_09_000098",91.293028,124.551837,87.154283,0.000000,7.536420,0.482523,5,6
"chord_mrx_09_000099",78.824346,160.417959,76.282415,2.025958,12.338837,4.881371,5,7
"chord_mrx_09_000100",69.413603,119.145091,64.970292,0.000000,5.583056,24.166861,7,8
"chord_mrx_09_000101",91.643097,92.708571,91.643097,0.000000,6.029878,1.573952,7,8
"chord_mrx_09_000102",78.190064,118.987755,73.715068,10.546647,6.401371,4.198567,5,6
"chord_mrx_09_000103",67.817907,215.066122,67.072242,0.608777,18.873633,12.598818,7,10
"chord_mrx_09_000104",82.659283,149.741757,79.418616,2.457806,6.323742,1.091633,6,5
"chord_mrx_09_000105",91.204598,129.776327,87.565045,0.796207,6.308008,1.153301,6,7
"chord_mrx_09_000106",82.341449,184.131714,81.513144,0.290553,8.607107,8.349627,5,6
"chord_mrx_09_000107",74.113587,153.561421,73.012225,0.494503,18.646984,6.110361,7,6
"chord_mrx_09_000108",67.121529,129.270000,63.717026,4.033418,10.022434,14.205152,7,6
"chord_mrx_09_000109",85.762813,146.494694,81.568642,0.833745,6.350349,6.321048,4,7
"chord_mrx_09_000110",71.478985,177.266939,70.518574,0.000000,25.026597,2.126736,3,4
"chord_mrx_09_000111",87.942665,125.342112,84.515944,2.573979,3.751781,2.457791,5,7
"chord_mrx_09_000112",89.398785,118.267344,88.966456,0.000000,6.560314,1.958867,6,9
"chord_mrx_09_000113",85.756931,190.101768,82.697001,1.610517,10.892731,0.641077,6,6
"chord_mrx_09_000114",57.153944,159.208797,56.800795,0.310912,12.471187,23.902090,6,7
"chord_mrx_09_000115",56.673052,315.765042,53.216690,5.802274,7.393648,10.731617,11,10
"chord_mrx_09_000116",71.280368,117.733878,70.471257,3.048450,13.406706,11.647593,6,13
"chord_mrx_09_000117",87.026432,165.433469,84.226064,0.000000,4.293820,7.588238,5,6
"chord_mrx_09_000118",69.080629,128.026122,65.155075,1.882057,27.047172,1.234494,5,6
"chord_mrx_09_000119",58.986124,156.708571,56.043085,11.966421,13.922053,14.766940,9,11
"chord_mrx_09_000120",50.167813,228.826000,50.049820,1.756356,3.739086,17.329761,9,11
"chord_mrx_09_000121",72.098646,232.874000,69.523433,3.245961,8.091930,13.472951,9,13
"chord_mrx_09_000122",73.806802,105.743806,71.259269,0.000000,16.991291,9.088583,10,9
"chord_mrx_09_000123",86.598796,152.176427,83.238510,0.000000,11.687536,-0.000000,4,4
"chord_mrx_09_000124",81.086557,207.281633,79.669005,1.293824,7.074847,10.294722,9,10
"chord_mrx_09_000125",74.492335,171.322630,70.684538,2.945629,6.971803,14.431687,9,14
"chord_mrx_09_000126",87.469458,126.828262,83.955612,2.751752,7.414789,1.785539,7,6
"chord_mrx_09_000127",80.207247,100.653000,78.082124,1.148500,16.765521,0.412308,8,7
"chord_mrx_09_000128",80.487347,162.382872,78.441978,7.471586,4.294084,7.241861,8,13
"chord_mrx_09_000129",85.613659,133.407347,82.073864,3.088812,6.557131,3.748410,7,12
"chord_mrx_09_000130",74.686191,216.685714,72.034556,2.019958,7.302455,9.226177,7,7
"chord_mrx_09_000131",91.870739,91.585306,91.452602,0.000000,5.520713,1.748854,6,6
"chord_mrx_09_000132",81.814989,243.330612,80.860185,0.000000,10.156343,7.816019,5,8
"chord_mrx_09_000133",80.933025,179.617959,78.740245,3.875247,11.465100,2.638579,4,7
"chord_mrx_09_000134",88.061284,108.016327,84.268222,5.555115,4.778502,0.212532,5,7
"chord_mrx_09_000135",91.772228,132.308000,90.179732,0.006802,4.368594,2.601506,11,15
"chord_mrx_09_000136",85.214868,199.942785,83.783724,0.955987,7.347321,6.108784,8,10
