  0.000	  0.140	N
  0.140	  1.670	G#:maj
  1.670	  2.930	E:7
  2.930	  4.320	C:min
  4.320	  7.570	C#:maj
  7.570	  7.850	C:min
  7.850	  8.220	F:min
  8.220	 10.170	G:maj
 10.170	 11.010	C:min
 11.010	 16.110	G:7
 16.110	 19.460	C:min
 19.460	 20.110	F:min
 20.110	 21.130	G#:maj
 21.130	 22.060	D#:maj
 22.060	 23.220	C:min
 23.220	 26.010	F:min
 26.010	 26.610	C:min
 26.610	 28.510	G:maj
 28.510	 29.440	C:min
 29.440	 29.860	F:maj
 29.860	 32.320	G:7
 32.320	 33.900	C:min
 33.900	 35.430	F:min
 35.430	 37.890	C:min
 37.890	 40.540	F:min
 40.540	 41.150	C:min
 41.150	 42.910	G:maj
 42.910	 44.210	C:min
 44.210	 44.720	G:7
 44.720	 45.600	D:7
 45.600	 46.530	G:7
 46.530	 48.580	C:min
 48.580	 49.180	F:min
 49.180	 49.830	G#:maj
 49.830	 51.780	C:min
 51.780	 53.680	F:min
 53.680	 55.500	C:min
 55.500	 56.010	D:7
 56.010	 57.120	G:maj
 57.120	 58.280	C:min
 58.280	 58.700	F:min
 58.700	 60.650	G:maj
 60.650	 60.930	C#:maj
 60.930	 62.830	D#:maj
 62.830	 63.620	F:min
 63.620	 65.530	D#:maj
 65.530	 70.030	C:min
 70.030	 71.980	G:maj
 71.980	 73.700	C:min
 73.700	 74.400	D:maj
 74.400	 74.950	D#:7
 74.950	 75.330	D:maj
 75.330	 79.040	G:maj
 79.040	 80.900	C:maj
 80.900	 82.660	D:min
 82.660	 83.450	D#:maj
 83.450	 84.380	C:min
 84.380	 86.470	G:maj
 86.470	 88.380	G#:maj
 88.380	 90.140	D:maj
 90.140	 93.760	G:maj
 93.760	 95.670	C:min
 95.670	 97.520	F:min
 97.520	 99.150	C:min
 99.150	105.330	G:maj
105.330	107.040	F:min
107.040	108.900	C:maj
108.900	109.600	C#:maj
109.600	110.530	G#:maj
110.530	112.340	G:maj
112.340	113.920	F:min
113.920	115.120	C:min
115.120	118.610	C#:maj
118.610	123.810	C:min
123.810	124.230	G#:maj
124.230	130.770	D#:maj
130.770	132.680	C:min
132.680	133.140	G#:maj
133.140	133.840	G:maj
133.840	134.350	G#:maj
134.350	136.440	D#:maj
136.440	141.690	G:7
141.690	142.480	A#:min
142.480	143.080	D:maj
143.080	143.820	D#:maj
143.820	144.800	C:min
144.800	146.560	F:min
146.560	148.330	C:min
148.330	151.720	F:min
151.720	153.620	G:maj
153.620	154.740	D#:maj
154.740	155.200	F:maj
155.200	156.780	G:maj
156.780	159.570	C:min
159.570	161.380	F:min
161.380	163.100	C:min
163.100	163.750	C:maj
163.750	164.910	F:min
164.910	166.630	C:maj
166.630	167.090	D:maj
167.090	168.440	G:maj
168.440	170.300	C:min
170.300	171.220	D:7
171.220	171.870	G:7
171.870	174.240	C:maj
174.240	175.540	F:min
175.540	180.140	C:maj
180.140	181.160	D:maj
181.160	182.510	G:maj
182.510	183.440	C:min
183.440	183.900	F:min
183.900	186.040	G:7
186.040	191.290	C:maj
191.290	193.190	F:maj
193.190	193.930	C:maj
193.930	194.910	E:maj
194.910	196.670	G:maj
196.670	197.650	C:min
197.650	198.580	G:7
198.580	199.880	C:min
199.880	200.430	B:maj
200.430	202.150	F:min
202.150	203.960	C:min
203.960	204.800	C#:maj
204.800	205.640	G#:maj
205.640	207.630	G:maj
207.630	209.030	F:min
209.030	210.330	C:min
210.330	214.270	C#:7
214.270	215.020	G#:maj
215.020	215.850	G:min
215.850	219.380	C:min
219.380	219.850	G#:maj
219.850	228.250	D#:maj
228.250	228.760	G#:maj
228.760	229.370	G:maj
229.370	229.830	G#:maj
229.830	230.390	G:7
230.390	231.500	C:min
231.500	232.480	D#:maj
232.480	237.220	N
